gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,equivalent,reference,comment
protein powder,,protein powder,,b,2,protein,protein poweder,,,supplement,incomplete,4,,,
diet pepsi,pepsi,diet soda,,b,2,soda,diet soda,,"caffeine, artificial sweetener",,complete,4,,,
iced tea,,iced tea,,b,2,tea,,,caffeine,,incomplete,1,,,
hot tea,,tea,,b,2,tea,,,caffeine,,incomplete,1,,,
spinach shake,,vegetable smoothie,,b,2,juice/smoothie,vegetable smoothie,,,,incomplete,1,,,
sugar syrup,,simple syrup,,b,2,other,,,"added sugar, additive",,complete,2,,,
protein shake,,protein shake,,b,2,protein,protein smoothie,,,supplement,incomplete,4,,,
coffee cream,,coffee with cream,coffee with cream,b,2,"coffee, dairy",cream,,"caffeine, additive",,complete,4,,,duplicate
ipa beer,,beer,ipa beer,b,2,alcohol,beer,,,,complete,3,,,"duplicate, same as beer ipa"
protein drink,,protein drink,,b,2,protein,,,,supplement,incomplete,4,,,
iced coffee,,iced coffee,,b,2,coffee,,,caffeine,,complete,1,,,duplicate
coors light,coors,light/diet beer,,b,2,alcohol,beer,light beer,fermented,,complete,3,,,
decaf coffee,,decaffinated coffee,decaffinated coffee,b,2,coffee,,,decaffinated,,complete,1,,,
almond milk,,almond milk,,b,2,dairy alternative,nut,,,,complete,4,,,
red bull,red bull,energy drink,,b,2,energy drink,,,"caffeine, added sugar",,complete,4,,,
almond creamer,,almond creamer,,b,2,dairy alternative,creamer,,"additive, added sugar",,complete,4,,,??
diet coke,coke,diet soda,,b,2,soda,diet soda,,"caffeine, artificial sweetener",,complete,4,,,
chocolate milk,,chocolate milk,,b,2,dairy,milk,,added sugar,,complete,4,,,
beer ipa,,beer,ipa beer,b,2,alcohol,beer,,fermented,,complete,3,"ipa, ipa beer",,"duplicate, same as ipa beer"
brew coffee,,coffee,,b,2,coffee,,,caffeine,,complete,1,"black coffee, coffee black",,"duplicate, same as black coffee"
coffee milk,,coffee with milk,coffee with milk,b,2,"coffee, dairy","coffee, milk",,caffeine,,complete,1,,,
bang energy,bang,energy drink,,b,2,energy drink,,,"caffeine, artifical sweetener",,complete,4,bang energy drink,https://bangenergy.com/shop/bang-4-pack/,"duplicate, same as bang energy drink"
vodka soda,,mixed alcoholic drink,,b,2,"alcohol, soda",liquor,mixed,"caffeine, added sugar",,complete,4,,,
coffee alm milk,,coffee with almond milk,coffee with almond milk,b,3,"coffee, dairy alternative",nut,,caffeine,,complete,4,coffee almond milk,,
kombucha chia seed,,kombucha with chia seeds,kombucha with chia seeds,b,3,"tea, seed",kombucha,,"caffeine, fermented",,complete,3,,,
coffee tsp creamer,,coffee with creamer,,b,3,"coffee, dairy alternative",creamer,,"additive, added sugar",,complete,4,,,
organic celery juice,,celery juice,,b,3,juice/smoothie,vegetable,,organic,,complete,1,,,duplicate
coconut milk mocha,,mocha with coconut milk,mocha with coconut milk,b,3,"coffee, dairy alternative",coconut,,"caffeine, added sugar, additive",,complete,4,,,
bang energy drink,bang,energy drink,,b,3,energy drink,,,"caffeine, artifical sweetener",,complete,4,bang energy,https://bangenergy.com/shop/bang-4-pack/,"duplicate, same as bang energy"
organic coffee honey,,coffee with honey,organic coffee with honey,b,3,coffee,,,"caffeine, added sugar",,complete,3,,,duplicate
almond creamer coffee,,coffee with almond creamer,coffee with almond creamer,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar",,complete,4,,,
coffee half half,,coffee with half and half,coffee with half and half,b,3,"coffee, dairy",half and half,,caffeine,,complete,4,,,
coffee almond milk,,coffee with almond milk,coffee with almond milk,b,3,"coffee, dairy alternative",nut,,caffeine,,complete,3,coffee alm milk,,??
coffee creamer sugar,,coffee with creamer and sugar,coffee with creamer and sugar,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar",,complete,4,,,
kill cliff pomegranate,kill cliff,sports drink,kill cliff pomegranate,b,3,sports drink,,,"caffeine, artificial sweetener",supplement,complete,4,,,
coffee flavored creamer,,coffee with creamer,coffee with flavored creamer,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar",,complete,4,,,
almond milk cappuccino,,cappuccino with almond milk,cappuccino with almond milk,b,3,"coffee, dairy alternative",nut,,caffeine,,complete,4,,,
fruit protein smoothie,,fruit and protein smoothie,fruit and protein smoothie,b,3,"fruit, protein",protein smoothie,,,supplement,incomplete,4,,,
coffee collagen protein,,coffee with collagen and protein powder,coffee with collagen and protein powder,b,3,"coffee, protein",protein powder,,"caffeine, additive",supplement,complete,4,,,
coffee almond creamer,,coffee with almond creamer,coffee with almond creamer,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar",,complete,4,,,
apple cider vinegar,,apple cider vinegar,,b,3,other,,,,,complete,2,,,
brain octain oil,,brain octane oil,brain octane oil,b,3,other,,,additive,supplement,complete,2,,,
coffee cream sugar,,coffee with cream and sugar,coffee with cream and sugar,b,3,"coffee, dairy",cream,,"caffeine, added sugar, saturated fat",,complete,4,,,
latte sugar syrup,,latte with sugar syrup,latte with sugar syrup,b,3,"coffee, dairy, other","milk, syrup",,"caffeine, additive, added sugar",,incomplete,4,,,
coffee mct oil,,coffee with mct oil,coffee with mct oil,b,3,coffee,,,"caffeine, additive",,complete,3,,,
coffee milk sugar,,coffee with milk and sugar,coffee with milk and sugar,b,3,"coffee, dairy",milk,,"caffeine, added sugar",,complete,3,,,
coffee soy creamer,,coffee with soy creamer,coffee with soy creamer,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar",,complete,4,,,
coffee raw sugar,,coffee with raw sugar,coffee with raw sugar,b,3,coffee,,,"caffeine, added sugar",,complete,3,,,
alm milk cream,,almond milk creamer,almond milk creamer,b,3,dairy alternative,creamer,,additive,,incomplete,4,,,
almond milk cream,,,almond milk creamer,b,3,dairy alternative,creamer,,additive,,incomplete,4,,,
almond milk creamer,,,almond milk creamer,b,3,dairy alternative,"creamer, almond",,additive,,incomplete,4,,,
cold brew coffee,,cold brew,,b,3,coffee,,,caffeine,,complete,1,,,
protein powder scoop,,protein powder,,b,3,protein,protein powder,,,,incomplete,4,,,
maple syrup,,maple syrup,,b,2,other,syrup,,,,complete,2,,,
thorne protein powder,thorne,protein powder,,b,3,protein,protein powder,,,supplement,incomplete,4,,,
coffee maple syrup,,coffee with maple syrup,,b,3,"coffee, other",syrup,,"caffeine, additive, added sugar",,complete,3,,,
strawberry banana smoothie,,strawberry banana smoothie,,b,3,juice/smoothie,fruit,,,,incomplete,1,,,
iced coffee cream,,iced coffee with cream,iced coffee with cream,b,3,"coffee, dairy",cream,,"caffeine, saturated fat",,complete,4,,,
whole milk latte,,latte with whole milk,latte with whole milk,b,3,"coffee, dairy",milk,,"caffeine, saturated fat",,complete,1,,,
heavy whipping cream,,heavy whipping cream,,b,3,dairy,cream,,saturated fat,,complete,4,,,
nitro cold brew,,cold brew,,b,3,coffee,,,caffeine,,complete,1,,,
superfood creamer,laird superfood,creamer,,b,2,dairy alternative,creamer,,"added sugar, additive",,complete,4,,,
iced coffee superfood,,iced coffee with superfood creamer,iced coffee with superfood creamer,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar, additive",,complete,4,,,
fruit spinach shake,,fruit and spinach shake,fruit and spinach shake,b,3,juice/smoothie,fruit & vegetable,,,,incomplete,1,,,
coffee mct creamer,,coffee with creamer and mct oil,coffee with creamer and mct oil,b,3,"coffee, dairy alternative",creamer,,"caffeine, artificial sweetener",,complete,4,,,
coffee superfood creamer,,coffee with superfood creamer,coffee with superfood creamer,b,3,"coffee, dairy alternative",creamer,,"caffeine, added sugar, additive",,complete,4,,,
coffee maple syrup cream,,coffee with maple syrup and cream,coffee with maple syrup and cream,b,4,"coffee, dairy, other","cream, syrup",,"caffeine, added sugar, saturated fat",,complete,4,,,
monster energy absolute zero,monster,monster energy absolute zero,,b,4,energy drink,zero,,"caffeine, artificial sweetener",,complete,4,,,
coffee half half sugar,,coffee with half and half and sugar,coffee with half and half and sugar,b,4,"coffee, dairy",half and half,,"caffeine, additive, added sugar",,complete,4,,,
almond milk protein smoothie,,protein smoothie with almond milk,protein smoothie with almond milk,b,4,"protein, dairy alternative","nut, protein smoothie",,,supplement,complete,4,,,
small almond milk cap,,cappuccino with almond milk,small almond milk cappuccino,b,4,"coffee, dairy alternative",nut,,caffeine,,complete,4,,,
thorne protein powder scoop,thorne,protein powder,,b,4,protein,protein powder,,,supplement,complete,4,,,
coffee alm milk cream,,coffee with almond milk and cream,coffee with almond milk and cream,b,4,"coffee, dairy, dairy alternative","cream, nut",,"caffeine, saturated fat",,complete,4,,,
coffee almond milk cream,,coffee with almond milk and cream,coffee with almond milk and cream,b,4,"coffee, dairy, dairy alternative","cream, nut",,"caffeine, saturated fat",,complete,4,,,
organic fruit spinach shake,,fruit and spinach shake,organic fruit and spinach shake,b,4,juice/smoothie,fruit and vegetable,,organic,,incomplete,1,,,
protein powder scoop coconut,,,,b,4,"protein, fruit","protein powder, coconut",,,,vague,4,,,
iced coffee superfood creamer,,iced coffee with superfood creamer,iced coffee with superfood creamer,b,4,"coffee, dairy alternative",creamer,,"caffeine, added sugar, additive",,complete,4,,,
white claw hard seltzer,white claw,hard seltzer,,b,4,alcohol,hard seltzer,,,,complete,4,,,
coffee honey almond milk,,coffee with honey and almond milk,,b,4,"coffee, dairy alternative",nut,,"caffeine, added sugar",,complete,4,,,
bullet prof decaf coffee,bulletproof,keto coffee,bulletproof coffee,b,4,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"bullet proof, bulletproof, bulletproof coffee",,
powder scoop coconut water,,protein powder with coconut water,,b,4,"protein, juice/smoothie","fruit, protein powder",,,supplement,complete,4,,,
iced coffee maple syrup,,coffee with maple syrup,coffee with maple syrup,b,4,"coffee, other",syrup,,caffeine,,complete,3,,,
coconut milk mocha coffee,,mocha with coconut milk,,b,4,"coffee, dairy alternative",coconut,,caffeine,,complete,4,,,
coconut water thorne protein powder,thorne,protein powder with coconut water,,b,5,"protein, juice/smoothie","protein powder, fruit",,,supplement,complete,4,,,
iced coffee laird creamer,,coffee with superofod creamer,coffee with superofod creamer,b,4,"coffee, dairy alternative",creamer,,"caffeine, artificial sweetener",,complete,4,,,
cold brew coffee almond milk,,cold brew with almond milk,cold brew with almond milk,b,5,"coffee, dairy alternative",nut,,caffeine,,complete,4,,,
black coffee tbsp brain oct,,coffee with brain octane oil,coffee with brain octane oil,b,5,coffee,,,"caffeine, additive",supplement,complete,3,,,
coffee half half raw sugar,,coffee with half and half and raw sugar,coffee with half and half and raw sugar,b,5,"coffee, dairy, other","half and half, raw sugar",,"caffeine, additive",,complete,3,,,
coffee almond crea,,coffee with almond creamer,coffee with almond creamer,b,3,"coffee, dairy alternative",creamer,,caffeine,,complete,4,,,
organic coffee honey almond milk,,coffee with honey and almond milk,coffee with honey and almond milk,b,5,"coffee, dairy alternative, other","creamer, honey",,additive,,complete,4,,,
thorne protein powder scoop coconut,thorne,,,b,5,"protein, fruit","protein powder, coconut",,,,vague,4,,,
black coffee heavy whipping cream,,coffee with heavy whipping cream,coffee with heavy whipping cream,b,5,"coffee, dairy",cream,,"caffeine, saturated fat",,complete,4,,,
protein powder scoop coconut water,,protein powder with coconut water,,b,5,"protein, juice/smoothie","protein powder, juice",,,supplement,complete,4,,,
cup coffee alm milk cream,,coffee with almond milk and cream,coffee with almond milk and cream,b,5,"coffee, dairy alternative, dairy","nut, cream",,"caffeine, saturated fat",,complete,4,,,
coffee raw sugar half half,,coffee with half and half and raw sugar,coffee with half and half and raw sugar,b,5,"coffee, dairy, other","half and half, raw sugar",,"caffeine, added sugar",,complete,4,,,
iced coffee cream maple syrup,,coffee with cream and maple syrup,coffee with cream and maple syrup,b,5,"coffee, dairy, other","cream, syrup",,"caffeine, saturated fat, added sugar",,complete,,,,
espresso,,espresso,,b,1,coffee,,,caffeine,,complete,,,,
cocoa,,cocoa,,b,1,other,cocoa,,,,complete,,,,
butterfat,,butterfat,,b,1,dairy,,,saturated fat,,complete,,,,
caffeine,,caffeine,,b,1,,,,caffeine,,vague,,,,
americano,,americano,,b,1,coffee,,,caffeine,,complete,,,,
cola,coke,soda,,b,1,soda,,,"added sugar, caffeine",,complete,,,,
coca,,cocoa,cocoa,b,1,other,cocoa,,,,complete,,,,
herbal tea,,herbal tea,,b,2,tea,herbal,,,,complete,1,,,
tea milk,,"tea with milk, milk tea",milk tea,b,2,"tea, dairy",milk,,saturated fat,,complete,1,,,
bulletproof coffee,bulletproof,keto coffee,bulletproof coffee,b,2,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"bullet proof, bulletproof, bulletproof coffee",https://www.bulletproof.com/recipes/bulletproof-diet-recipes/bulletproof-coffee-recipe/#p1,
soy milk,,soy milk,,b,2,dairy alternative,,,,,complete,4,,,
ml water,,water,water,w,2,,,,,,,1,,,
coffee heavy cream,,coffee with heavy cream,coffee with heavy cream,b,3,"coffee, dairy",cream,,"caffeine, saturated fat",,complete,4,,,
coffee coconut oil,,coffee with coconut oil,coffee with coconut oil,b,3,coffee,,,"caffeine, additive",,complete,3,,,
coffee stevia,,coffee with stevia,coffee with stevia,b,2,coffee,,,artificial sweetener,,complete,4,,,
coffee heavy,,,,b,2,coffee,,,,,vague,4,,,probably same as coffee with heavy cream
skimmed milk,,skim milk,skim milk,b,2,dairy,milk,skim,,,complete,1,,,
skim milk,,skim milk,,b,2,dairy,milk,skim,,,complete,1,,,
apple juice,,apple juice,,b,2,juice/smoothie,fruit,,added sugar,,complete,1,,,
whole milk,,whole milk,,b,2,dairy,milk,,saturated fat,,complete,1,,,
hot chocolate,,hot chocolate,,b,2,other,hot chocolate,,,,complete,4,,,
peppermint tea,,peppermint tea,,b,2,tea,herbal,,,,complete,1,,,
milk coffee,,coffee with milk,coffee with milk,b,2,"coffee, dairy",milk,,"caffeine, saturated fat",,complete,1,,,
lemon juice,,lemon juice,,b,2,juice/smoothie,fruit,,,,incomplete,1,,,
diet soda,,diet soda,,b,2,soda,diet,,"caffeine, artificial sweetener",,complete,4,,,
chai tea,,black tea with milk or water,,b,2,tea,black,,caffeine,,incomplete,1,,,
mint tea,,mint tea,,b,2,tea,herbal,,,,complete,1,,,
soya milk,,soy milk,soy milk,b,2,dairy alternative,soy,,,,complete,4,,,
decaf tea,,decaf tea,,b,2,tea,,,decaffeinated,,complete,1,,,
ginger tea,,ginger tea,,b,2,tea,herbal,,,,complete,1,,,
greek yoghurt,,greek yogurt,greek yogurt,b,2,dairy,yogurt,,fermented,,complete,1,,,
white tea,,white tea,,b,2,tea,white,,caffeine,,complete,1,,,
rooibos tea,,rooibos tea,,b,2,tea,herbal,,,,complete,1,,,
green smoothie,,green smoothie,,b,2,juice/smoothie,,,,,incomplete,1,,,
lemon water,,lemon water,,b,2,juice/smoothie,fruit,,,,incomplete,1,,,
oat milk,,oat milk,,b,2,dairy alternative,oat,,,,complete,4,,,
electrolyte,,,,b,1,,,,electrolytes,,vague,,,,
chamomile,,chamomile tea,,b,1,tea,herbal,,,,complete,,,,
matcha,,green tea,,b,1,tea,green,,caffeine,,complete,,,,
cocktail,,cocktail,,b,1,alcohol,liquor,mixed,,,incomplete,,,,
apple cider,,apple cider,,b,2,juice/smoothie,fruit,,,,incomplete,2,,,
alcohol,,alcohol,,b,1,alcohol,,,,,complete,,,,
almond milk coffee,,coffee with almond milk,coffee with almond milk,b,3,"coffee, dairy alternative",nut,,caffeine,,complete,4,,,
banana smoothie,,banana smoothie,,b,2,juice/smoothie,fruit,,,,incomplete,1,,,
berry smoothie,,berry smoothie,,b,2,juice/smoothie,fruit,,,,incomplete,1,,,
black coffee no sugar,,coffee,,b,4,coffee,,,caffeine,,complete,1,,,
black tea milk,,black tea with milk,black tea with milk,b,3,"tea, dairy","black, alternative",,"caffeine, saturated fat",,complete,1,,,
blueberry yogurt,,yogurt,,b,2,dairy,yogurt,,fermented,,incomplete,3,,,
breakfast tea,,tea,,b,2,tea,,,,,incomplete,1,,,
bullet proof coffee,bulletproof,keto coffee,bulletproof coffee,b,3,"coffee, dairy",butter,,"additive, caffinated, saturated fat",,complete,3,"bullet proof, bulletproof",https://www.bulletproof.com/recipes/bulletproof-diet-recipes/bulletproof-coffee-recipe/#p1,
bulletproof,bulletproof,keto coffee,bulletproof coffee,b,1,"coffee, dairy",butter,,"additive, caffinated, saturated fat",,complete,,"bullet proof coffee, bullet proof",https://www.bulletproof.com/recipes/bulletproof-diet-recipes/bulletproof-coffee-recipe/#p1,
cabernet,,red wine,,b,1,alcohol,wine,,,,complete,,,,
cafe latte,,latte,,b,2,"coffee, dairy",dairy,,,,complete,1,,,
camomile tea,,chamomile tea,chamomile tea,b,2,tea,herbal,,,,complete,1,,,
carrot juice,,carrot juice,,b,2,juice/smoothie,vegetable,,,,complete,1,,,
cashew milk,,cashew milk,,b,2,dairy alternative,nut,,,,complete,4,,,
cereal milk,,,,b,2,,,,,,vague,4,,,
chai latte,,chai latte,,b,2,"tea, dairy","black, milk",,"caffeine, saturated fat",,complete,3,,,
champagne,,champagne,,b,1,alcohol,wine,,,,complete,,,,
chicken broth,,chicken browht,,b,2,other,broth,,high sodium,,incomplete,3,,,
coca cola,coke,coca cola,,b,2,soda,caffeine,,"caffeine, added sugar",,complete,4,,,
coconut yoghurt,,coconut yogurt,coconut yogurt,b,2,dairy,yogurt,,fermented,,vague,3,,,
coconut yogurt,,coconut yogurt,coconut yogurt,b,2,dairy,yogurt,,fermented,,vague,3,,,
coffe milk,,coffee with milk,coffee with milk,b,2,"coffee, dairy",milk,,"caffeine, saturated fat",,complete,1,,,
coffee coconut milk,,coffee with coconut milk,coffee with coconut milk,b,3,"coffee, dairy alternative",coconut,,caffeine,,complete,4,,,
coffee coffee,,coffee,coffee,b,2,coffee,,,caffeine,,complete,1,,,
coffee decaf,,decaf coffee,,b,2,coffee,,,decaffeinated,,complete,1,,,
coffee no sugar,,coffee,,b,3,coffee,,,caffeine,,complete,1,,,
coffee oat milk,,coffee with oat milk,coffee with oat milk,b,3,"coffee, dairy alternative",oat,,caffeine,,complete,4,,,
coffee skimmed milk,,coffee with skim milk,coffee with skim milk,b,3,"coffee, dairy",milk,skim,caffeine,,complete,1,,,
coffee soy milk,,coffee with soy milk,coffee with soy milk,b,3,"coffee, dairy alternative",nut,,caffeine,,complete,4,,,
coffee sugar free,,coffee,coffee,b,3,coffee,,,caffeine,,complete,1,,,
coffee unsweetened,,coffee,coffee,b,2,coffee,,,caffeine,,complete,1,,,
coffee whole milk,,coffee with whole milk,coffee with whole milk,b,3,"coffee, dairy",milk,whole,"caffeine, saturated fat",,complete,1,,,
cranberry juice,,cranberry juice,,b,2,juice/smoothie,fruit,,added sugar,,complete,1,,,
cream coffee,,coffee with cream,coffee with cream,b,2,"coffee, dairy",cream,,"caffeine, saturated fat",,complete,4,,,
crystal light,crystal light,enhanced water drink,,b,2,sports drink,,,artificial sweetener,,complete,4,,,
cup tea milk,,tea with milk,tea with milk,b,3,"tea, dairy",milk,,saturated fat,,complete,1,,,
decaf coffee cream,,decaf coffee with cream,,b,3,"coffee, dairy",cream,,"decaffeinated, saturated fat",,complete,4,,,
decaf coffee milk,,decaf coffee with milk,,b,3,"coffee, dairy",milk,,"caffeine, saturated fat",,complete,1,,,
diet dr pepper,dr. pepper,diet soda,,b,3,soda,diet,,"caffeine, artificial sweetener",,complete,4,,,
double espresso,,espresso,,b,2,coffee,,,caffeine,,complete,1,,,
earl grey,,earl grey tea,,b,2,tea,earl grey,,caffeine,,complete,1,,,
english breakfast tea,,english breakfast tea,,b,3,tea,black,,caffeine,,complete,1,,,
filter coffee,,filtered coffee,coffee,b,2,coffee,,,caffeine,,complete,1,,,
flat white coffee,,coffee with milk,,b,3,"coffee, dairy",milk,,saturated fat,,complete,1,,,
french bread,,french bread,,f,2,grain,wheat,,,,complete,3,,,
fried fish,,fried fish,,f,2,protein,seafood,fish,"saturated fat, fried",,complete,3,,,
fried potato,,fried potato,,f,2,vegetable,,,"saturated fat, fried",,complete,3,,,
fruit juice,,fruit juice,,b,2,juice/smoothie,fruit,,,,complete,1,,,
fruit tea,,fruit tea,,b,2,tea,herbal,,,,complete,1,,,
ginger ale,,ginger ale,,b,2,soda,,,added sugar,,complete,4,,,
ginger beer,,ginger beer,,b,2,soda,,,"fermented, added sugar",,complete,4,,,
goat milk,,goat milk,,b,2,dairy,milk,,saturated fat,,complete,1,,,
grape juice,,grape juice,,b,2,juice/smoothie,fruit,,,,incomplete,1,,,
grapefruit juice,,grapefruit juice,,b,2,juice/smoothie,fruit,,,,incomplete,1,,,
hard cider,,hard cider,,b,2,alcohol,cider,,,,complete,3,,,
herb tea,,herbal tea,herbal tea,b,2,tea,herbal,,,,complete,1,,,
hibiscus tea,,hibiscus tea,,b,2,tea,herbal,,,,complete,1,,,
ice coffee,,iced coffee,iced coffee,b,2,coffee,,,caffeine,,complete,1,,,
instant coffee,,instant coffee,,b,2,coffee,,,caffeine,,complete,4,,,
lemon ginger tea,,lemon ginger tea,,b,3,tea,herbal,,,,complete,1,,,
lemon tea,,lemon tea,,b,2,tea,herbal,,,,complete,1,,,
light beer,,light beer,,b,2,alcohol,beer,light,fermented,,complete,3,,,
lime juice,,lime juice,,b,2,juice/smoothie,fruit,,,,complete,1,,,
macchiato,,macchiato,,b,1,"coffee, dairy",milk,,caffeine,,incomplete,,,,
martini,,martini,,b,1,alcohol,liquor,mixed,,,complete,,,,
matcha latte,,matcha latte,,b,2,"tea, dairy",milk,,"caffeine, saturated fat",,complete,1,,,
milk chocolate,,milk chocolate,,f,2,dessert/sweet treat,chocolate,,"added sugar, saturated fat",,complete,4,,,
milk no sugar,,milk,milk,b,3,dairy,milk,,saturated fat,,complete,1,,,
